id,image_class,score
e3cdde53d22322ff7a4b5b2f66e4faad,frying pan,23.590261459350586
e3ceb9d2687c5d24b8bc8efcc1a09960,nipple,24.986846923828125
e3d7c7f2cee7bd07668593a8a1b3873f,nipple,11.231365203857422
e3da977b7d6dff164b06e9c0e8451946,beaker,9.877068519592285
e3e2dbadc852ee400754fea01693b97f,nipple,8.849624633789062
e3e125a51cefccfe8820834a444f4553,hair spray,10.293570518493652
e3e3f1c96c865e6277e51464bba77b43,hair spray,16.910751342773438
e3e496e414a185b1185cc9b8cb562431,nipple,10.71379566192627
e3f127da90423b2ef4c100eeb75aaa36,spotlight,1.6477363109588623
e3f489a892f5643f37991f55487a21f5,dugong,10.430456161499023
e3f2dab00a721a82b37155d3707f0580,slot,19.439603805541992
e3f6e8b4a196b4539e6892acf2eae28f,spatula,5.577476501464844
e3fc8feab7aa2f6970292b9068443a4d,nipple,9.402100563049316
e407fa1a7df52ceeb423b6e610401db5,Crock Pot,10.021048545837402
e40cf7065ac6036deee36b2c3bbeac8e,cleaver,4.759131908416748
e4190cb807d046dea7be3f36c77c9ea1,pill bottle,14.432701110839844
e424d1344d2e99246eb92b4eff726201,face powder,4.643397808074951
e41df958aefc578572d36c94211ee16d,matchstick,18.97304344177246
e43297c8168ab2043e9f5e26812daf3c,rock beauty,17.478424072265625
e433c50b1ac9022a33d12fbc556e43d2,milk can,20.14802360534668
e436f40e63097136d1155c1641a7d561,cleaver,7.379828929901123
e42e48d7e6e24c3a876de562097d7ddf,maraca,26.22104263305664
e43ee8c7ba2d978cb50ad344e21c9f56,lipstick,19.2697811126709
e43f90c2f980af297ea10c2b7e075ae8,dugong,14.31091022491455
e44823b3a7b78709718e88716aebd46a,pick,20.206867218017578
e44ceb81d648c0f418eec903e6994a01,nipple,4.160741806030273
e459f02eb2fa4440449ecfa45d15813e,oil filter,8.352524757385254
e46d8dd86d0776e4920e3f1675c3a8cd,goldfish,38.6126708984375
e478a0b99c9ea1dd16c9896490f7538d,nipple,21.769969940185547
e47edce056ea229b272f545c1fb120ac,nipple,37.63545227050781
e48202ffe1738ce52fbd4373b90f35b1,rock beauty,6.315357208251953
e487dd6d64bf17df0af9126dbee506db,ballpoint,7.195077896118164
e461a5d5120971de5f3413a77f9042df,slot,4.451777935028076
e488e7d4bf1e08d6bc80f5548ed6709d,syringe,12.878937721252441
e49a6d5fdb71100c9ecd4e64e1de00d9,bee,12.174301147460938
e49616245c7bc4b9ce396a0bd406db01,cleaver,3.532646656036377
e4a8aed7054e5bb5be7af6b39984ccf2,maraca,8.801392555236816
e4ac63c69c31f991d6fef66a80935b2f,pill bottle,4.137359142303467
e4ae268bf463994d8b8774c008874e7e,spatula,7.613486289978027
e4ae49b2ac8692a5663bd9311c7fe7a2,nematode,16.828840255737305
e4b8fb4f482346d9cc140285c0ac8961,geyser,3.0125153064727783
e4c34fbe2a6c206c2ac7335421c3493d,nematode,4.9726128578186035
e4c6ab8a637228dc5e68c5ebe0957271,remote control,12.970541000366211
e4d1ba87cf3bb4c8a255a877a8a4a327,nipple,21.391355514526367
e4c74787d9ddb14174a763bda6235040,black grouse,8.099437713623047
e4d46ff9a8311184e72ed16ee1cf3786,frying pan,12.474227905273438
e4d6b1dccb75df0b0d4e610c01380d9c,milk can,10.509281158447266
e4da12bc056eabc07f4a2a728ef48979,nematode,10.410530090332031
e4dca2ac7c4e9c3563a6460b066daf79,matchstick,3.6711924076080322
e4e5067b052512fcc4551b375ca9fee2,beaker,12.176319122314453
e4ee77a01273cfd824d8d8c956251121,nipple,9.480010986328125
e4f324ced48682aae414a2c280508c60,nipple,8.307924270629883
e4f5d506d46a1215d4c236a3cefd5d44,pick,24.19389533996582
e5117e9ea8eb3f73f97ac430a0fc10be,eggnog,8.731501579284668
